movieId,title,genres,tmdbId,year,clean_title,tmdb_content,content
1271,Fried Green Tomatoes (1991),Comedy|Crime|Drama,1633.0,1991,Fried Green Tomatoes,,Fried Green Tomatoes Comedy Crime Drama 1991 
1272,Patton (1970),Drama|War,11202.0,1970,Patton,,Patton Drama War 1970 
1273,Down by Law (1986),Comedy|Drama|Film-Noir,1554.0,1986,Down by Law,,Down by Law Comedy Drama Film-Noir 1986 
1274,Akira (1988),Action|Adventure|Animation|Sci-Fi,149.0,1988,Akira,,Akira Action Adventure Animation Sci-Fi 1988 
1275,Highlander (1986),Action|Adventure|Fantasy,8009.0,1986,Highlander,,Highlander Action Adventure Fantasy 1986 
1276,Cool Hand Luke (1967),Drama,903.0,1967,Cool Hand Luke,Paul Newman George Kennedy Luke Askew Morgan Woodward Harry Dean Stanton prison dying and death florida based on novel or book escape loss of loved one rebel harassment imprisonment barbed wire death prison farm,Cool Hand Luke Drama 1967 Paul Newman George Kennedy Luke Askew Morgan Woodward Harry Dean Stanton prison dying and death florida based on novel or book escape loss of loved one rebel harassment imprisonment barbed wire death prison farm
1277,Cyrano de Bergerac (1990),Comedy|Drama|Romance,11673.0,1990,Cyrano de Bergerac,,Cyrano de Bergerac Comedy Drama Romance 1990 
1278,Young Frankenstein (1974),Comedy|Fantasy,3034.0,1974,Young Frankenstein,,Young Frankenstein Comedy Fantasy 1974 
1279,Night on Earth (1991),Comedy|Drama,339.0,1991,Night on Earth,"Winona Ryder Gena Rowlands Giancarlo Esposito Armin Mueller-Stahl Rosie Perez helsinki, finland new york city taxi metropolis paris, france rome, italy heart attack megacity taxi driver german democratic republic pastor passenger night life casual meeting casting agent road trip conflict los angeles, california episodic finland understanding","Night on Earth Comedy Drama 1991 Winona Ryder Gena Rowlands Giancarlo Esposito Armin Mueller-Stahl Rosie Perez helsinki, finland new york city taxi metropolis paris, france rome, italy heart attack megacity taxi driver german democratic republic pastor passenger night life casual meeting casting agent road trip conflict los angeles, california episodic finland understanding"
1280,Raise the Red Lantern (Da hong deng long gao gao gua) (1991),Drama,10404.0,1991,Raise the Red Lantern (Da hong deng long gao gao gua),Gong Li Ma Jingwu He Saifei Cao Cuifen Kong Lin competition marriage romantic rivalry polygamy concubine wealth intrigue oppression 1920s,Raise the Red Lantern (Da hong deng long gao gao gua) Drama 1991 Gong Li Ma Jingwu He Saifei Cao Cuifen Kong Lin competition marriage romantic rivalry polygamy concubine wealth intrigue oppression 1920s
1281,"Great Dictator, The (1940)",Comedy|Drama|War,914.0,1940,"Great Dictator, The",,"Great Dictator, The Comedy Drama War 1940 "
1282,Fantasia (1940),Animation|Children|Fantasy|Musical,756.0,1940,Fantasia,Deems Taylor Walt Disney Julietta Novis Leopold Stokowski classical music cartoon villain orchestra musical cartoon mouse wizard live action and animation amused joyful,Fantasia Animation Children Fantasy Musical 1940 Deems Taylor Walt Disney Julietta Novis Leopold Stokowski classical music cartoon villain orchestra musical cartoon mouse wizard live action and animation amused joyful
1283,High Noon (1952),Drama|Western,288.0,1952,High Noon,,High Noon Drama Western 1952 
1284,"Big Sleep, The (1946)",Crime|Film-Noir|Mystery,910.0,1946,"Big Sleep, The","Humphrey Bogart Lauren Bacall John Ridgely Martha Vickers Louis Jean Heydt based on novel or book gambling poison blackmail detective drug addiction sister film noir murder private investigator whodunit los angeles, california private detective book store missing person prank telephone call wealthy family","Big Sleep, The Crime Film-Noir Mystery 1946 Humphrey Bogart Lauren Bacall John Ridgely Martha Vickers Louis Jean Heydt based on novel or book gambling poison blackmail detective drug addiction sister film noir murder private investigator whodunit los angeles, california private detective book store missing person prank telephone call wealthy family"
1285,Heathers (1989),Comedy,2640.0,1989,Heathers,Winona Ryder Christian Slater Shannen Doherty Lisanne Falk Kim Walker high school friendship adolescence suicide diary dark comedy bully teen movie death clique bullied,Heathers Comedy 1989 Winona Ryder Christian Slater Shannen Doherty Lisanne Falk Kim Walker high school friendship adolescence suicide diary dark comedy bully teen movie death clique bullied
1286,Somewhere in Time (1980),Drama|Romance,16633.0,1980,Somewhere in Time,Christopher Reeve Jane Seymour Christopher Plummer Teresa Wright Bill Erwin hypnosis time travel love playwright photograph 1910s stage actress,Somewhere in Time Drama Romance 1980 Christopher Reeve Jane Seymour Christopher Plummer Teresa Wright Bill Erwin hypnosis time travel love playwright photograph 1910s stage actress
1287,Ben-Hur (1959),Action|Adventure|Drama,665.0,1959,Ben-Hur,,Ben-Hur Action Adventure Drama 1959 
1288,This Is Spinal Tap (1984),Comedy,11031.0,1984,This Is Spinal Tap,Christopher Guest Michael McKean Harry Shearer Rob Reiner June Chadwick rock star groupie parody mockumentary rock band found footage aftercreditsstinger duringcreditsstinger amplifier music industry metal band,This Is Spinal Tap Comedy 1984 Christopher Guest Michael McKean Harry Shearer Rob Reiner June Chadwick rock star groupie parody mockumentary rock band found footage aftercreditsstinger duringcreditsstinger amplifier music industry metal band
1289,Koyaanisqatsi (a.k.a. Koyaanisqatsi: Life Out of Balance) (1983),Documentary,11314.0,1983,Koyaanisqatsi (a.k.a. Koyaanisqatsi: Life Out of Balance),Ed Asner Pat Benatar Jerry Brown Johnny Carson Dick Cavett human vs nature technology civilization social commentary rural area nature run amok nature environment environmental destruction lost civilization observational cinema environmental disaster nature documentary man vs nature environmental catastrophe observational documentary poetic documentary environmental documentary human in nature independent film no dialogue dying civilization environmental collapse environmentally-themed,Koyaanisqatsi (a.k.a. Koyaanisqatsi: Life Out of Balance) Documentary 1983 Ed Asner Pat Benatar Jerry Brown Johnny Carson Dick Cavett human vs nature technology civilization social commentary rural area nature run amok nature environment environmental destruction lost civilization observational cinema environmental disaster nature documentary man vs nature environmental catastrophe observational documentary poetic documentary environmental documentary human in nature independent film no dialogue dying civilization environmental collapse environmentally-themed
1290,Some Kind of Wonderful (1987),Drama|Romance,15143.0,1987,Some Kind of Wonderful,,Some Kind of Wonderful Drama Romance 1987 
1291,Indiana Jones and the Last Crusade (1989),Action|Adventure,89.0,1989,Indiana Jones and the Last Crusade,,Indiana Jones and the Last Crusade Action Adventure 1989 
1292,Being There (1979),Comedy|Drama,10322.0,1979,Being There,,Being There Comedy Drama 1979 
1293,Gandhi (1982),Drama,783.0,1982,Gandhi,,Gandhi Drama 1982 
1295,"Unbearable Lightness of Being, The (1988)",Drama,10644.0,1988,"Unbearable Lightness of Being, The","Daniel Day-Lewis Juliette Binoche Lena Olin Derek de Lint Stellan Skarsgård infidelity waitress based on novel or book free love photographer loyalty lover soviet union soviet military surgeon prague, czech republic partnership warsaw pact communism 1960s","Unbearable Lightness of Being, The Drama 1988 Daniel Day-Lewis Juliette Binoche Lena Olin Derek de Lint Stellan Skarsgård infidelity waitress based on novel or book free love photographer loyalty lover soviet union soviet military surgeon prague, czech republic partnership warsaw pact communism 1960s"
1296,"Room with a View, A (1986)",Drama|Romance,11257.0,1986,"Room with a View, A","Helena Bonham Carter Julian Sands Maggie Smith Denholm Elliott Daniel Day-Lewis based on novel or book england tennis kiss surrey bed and breakfast (b&b) florence, italy skinny dipping spinster edwardian england 1900s","Room with a View, A Drama Romance 1986 Helena Bonham Carter Julian Sands Maggie Smith Denholm Elliott Daniel Day-Lewis based on novel or book england tennis kiss surrey bed and breakfast (b&b) florence, italy skinny dipping spinster edwardian england 1900s"
1297,Real Genius (1985),Comedy,14370.0,1985,Real Genius,,Real Genius Comedy 1985 
1298,Pink Floyd: The Wall (1982),Drama|Musical,12104.0,1982,Pink Floyd: The Wall,,Pink Floyd: The Wall Drama Musical 1982 
1299,"Killing Fields, The (1984)",Drama|War,625.0,1984,"Killing Fields, The",,"Killing Fields, The Drama War 1984 "
1300,My Life as a Dog (Mitt liv som hund) (1985),Comedy|Drama,8816.0,1985,My Life as a Dog (Mitt liv som hund),,My Life as a Dog (Mitt liv som hund) Comedy Drama 1985 
1301,Forbidden Planet (1956),Drama|Sci-Fi,830.0,1956,Forbidden Planet,Walter Pidgeon Anne Francis Leslie Nielsen Warren Stevens Jack Kelly flying saucer rescue mission space alien planet robot sabotage mysterious death alien civilization lone survivor extinct race invisible monster ray weapons mind enhancement atomic power plant romantic triangle,Forbidden Planet Drama Sci-Fi 1956 Walter Pidgeon Anne Francis Leslie Nielsen Warren Stevens Jack Kelly flying saucer rescue mission space alien planet robot sabotage mysterious death alien civilization lone survivor extinct race invisible monster ray weapons mind enhancement atomic power plant romantic triangle
1302,Field of Dreams (1989),Children|Drama|Fantasy,2323.0,1989,Field of Dreams,Kevin Costner Amy Madigan Gaby Hoffmann Ray Liotta Timothy Busfield farm regret based on novel or book sports baseball iowa miracle road trip author doctor recluse pta ghost reconciliation hearing voices school board cornfield,Field of Dreams Children Drama Fantasy 1989 Kevin Costner Amy Madigan Gaby Hoffmann Ray Liotta Timothy Busfield farm regret based on novel or book sports baseball iowa miracle road trip author doctor recluse pta ghost reconciliation hearing voices school board cornfield
1303,"Man Who Would Be King, The (1975)",Adventure|Drama,983.0,1975,"Man Who Would Be King, The",Sean Connery Michael Caine Christopher Plummer Saeed Jaffrey Doghmi Larbi journalist gold treasure robbery cheating coronation con man british army british empire friends soldier king battle ruler based on short story 19th century british raj,"Man Who Would Be King, The Adventure Drama 1975 Sean Connery Michael Caine Christopher Plummer Saeed Jaffrey Doghmi Larbi journalist gold treasure robbery cheating coronation con man british army british empire friends soldier king battle ruler based on short story 19th century british raj"
1304,Butch Cassidy and the Sundance Kid (1969),Action|Western,642.0,1969,Butch Cassidy and the Sundance Kid,Paul Newman Robert Redford Katharine Ross Strother Martin Henry Jones dynamite bolivia male friendship on the run shootout buddy sundance kid butch cassidy train robbery posse last stand escape plan western bandits comforting excited,Butch Cassidy and the Sundance Kid Action Western 1969 Paul Newman Robert Redford Katharine Ross Strother Martin Henry Jones dynamite bolivia male friendship on the run shootout buddy sundance kid butch cassidy train robbery posse last stand escape plan western bandits comforting excited
1305,"Paris, Texas (1984)",Drama|Romance,655.0,1984,"Paris, Texas",,"Paris, Texas Drama Romance 1984 "
1306,Until the End of the World (Bis ans Ende der Welt) (1991),Adventure|Drama|Sci-Fi,10341.0,1991,Until the End of the World (Bis ans Ende der Welt),William Hurt Solveig Dommartin Sam Neill Max von Sydow Rüdiger Vogler satellite road trip,Until the End of the World (Bis ans Ende der Welt) Adventure Drama Sci-Fi 1991 William Hurt Solveig Dommartin Sam Neill Max von Sydow Rüdiger Vogler satellite road trip
1307,When Harry Met Sally... (1989),Comedy|Romance,639.0,1989,When Harry Met Sally...,,When Harry Met Sally... Comedy Romance 1989 
1310,Hype! (1996),Documentary,30180.0,1996,Hype!,,Hype! Documentary 1996 
1312,Female Perversions (1996),Drama,41801.0,1996,Female Perversions,,Female Perversions Drama 1996 
1318,Blue Juice (1995),Comedy|Drama,18762.0,1995,Blue Juice,,Blue Juice Comedy Drama 1995 
1320,Alien³ (a.k.a. Alien 3) (1992),Action|Horror|Sci-Fi|Thriller,8077.0,1992,Alien³ (a.k.a. Alien 3),Sigourney Weaver Charles S. Dutton Charles Dance Paul McGann Brian Glover prison android spacecraft dystopia imprisonment space travel space colony redemption rottweiler sequel alien space creature planet shaved head crash landing impregnation penal colony furnace suspended animation desperate absurd,Alien³ (a.k.a. Alien 3) Action Horror Sci-Fi Thriller 1992 Sigourney Weaver Charles S. Dutton Charles Dance Paul McGann Brian Glover prison android spacecraft dystopia imprisonment space travel space colony redemption rottweiler sequel alien space creature planet shaved head crash landing impregnation penal colony furnace suspended animation desperate absurd
1321,"American Werewolf in London, An (1981)",Comedy|Horror|Thriller,814.0,1981,"American Werewolf in London, An",,"American Werewolf in London, An Comedy Horror Thriller 1981 "
1322,Amityville 1992: It's About Time (1992),Horror,41671.0,1992,Amityville 1992: It's About Time,,Amityville 1992: It's About Time Horror 1992 
1323,Amityville 3-D (1983),Horror,27214.0,1983,Amityville 3-D,,Amityville 3-D Horror 1983 
1324,Amityville: Dollhouse (1996),Horror,52263.0,1996,Amityville: Dollhouse,,Amityville: Dollhouse Horror 1996 
1325,Amityville: A New Generation (1993),Horror,33519.0,1993,Amityville: A New Generation,Ross Partridge Julia Nickson Lala Sloatman David Naughton Barbara Howard photographer shotgun religion and supernatural evil,Amityville: A New Generation Horror 1993 Ross Partridge Julia Nickson Lala Sloatman David Naughton Barbara Howard photographer shotgun religion and supernatural evil
1326,Amityville II: The Possession (1982),Horror,16235.0,1982,Amityville II: The Possession,James Olson Burt Young Rutanya Alda Jack Magner Andrew Prine child abuse sibling relationship abusive father exorcism poltergeist possession house dysfunctional family prequel church demon incest evil demonic possession,Amityville II: The Possession Horror 1982 James Olson Burt Young Rutanya Alda Jack Magner Andrew Prine child abuse sibling relationship abusive father exorcism poltergeist possession house dysfunctional family prequel church demon incest evil demonic possession
1327,"Amityville Horror, The (1979)",Drama|Horror|Mystery|Thriller,11449.0,1979,"Amityville Horror, The",,"Amityville Horror, The Drama Horror Mystery Thriller 1979 "
1328,"Amityville Curse, The (1990)",Horror,41848.0,1990,"Amityville Curse, The",Kim Coates Dawna Wightman Helen Hughes David Stein Anthony Dean Rubeš suicide haunted house sequel fireplace tarantula,"Amityville Curse, The Horror 1990 Kim Coates Dawna Wightman Helen Hughes David Stein Anthony Dean Rubeš suicide haunted house sequel fireplace tarantula"
1329,Blood for Dracula (Andy Warhol's Dracula) (1974),Horror,25944.0,1974,Blood for Dracula (Andy Warhol's Dracula),,Blood for Dracula (Andy Warhol's Dracula) Horror 1974 
1330,April Fool's Day (1986),Horror,24913.0,1986,April Fool's Day,Amy Steel Ken Olandt Deborah Foreman Deborah Goodrich Clayton Rohner island murder teen movie slasher april fool's day canuxploitation elimination derby college friends,April Fool's Day Horror 1986 Amy Steel Ken Olandt Deborah Foreman Deborah Goodrich Clayton Rohner island murder teen movie slasher april fool's day canuxploitation elimination derby college friends
1331,Audrey Rose (1977),Horror,49126.0,1977,Audrey Rose,,Audrey Rose Horror 1977 
1332,"Believers, The (1987)",Horror|Thriller,32076.0,1987,"Believers, The",Martin Sheen Helen Shaver Harley Cross Robert Loggia Elizabeth Wilson new york city ritual gun voodoo barn cult cigar smoking death ritual murder ritual sacrifice suicide by cop voodoo ritual prosperity dance ritual african deities santería suicide by gun child sacrifice,"Believers, The Horror Thriller 1987 Martin Sheen Helen Shaver Harley Cross Robert Loggia Elizabeth Wilson new york city ritual gun voodoo barn cult cigar smoking death ritual murder ritual sacrifice suicide by cop voodoo ritual prosperity dance ritual african deities santería suicide by gun child sacrifice"
1333,"Birds, The (1963)",Horror|Thriller,571.0,1963,"Birds, The",,"Birds, The Horror Thriller 1963 "
1334,"Blob, The (1958)",Horror|Sci-Fi,8851.0,1958,"Blob, The",Steve McQueen Aneta Corsaut Earl Rowe John Benson Robert Fields small town monster film in film blob meteorite town in panic missing person good cop bad cop space monster fire extinguisher teenage hero kid brother teenage heroine unkillable monster people eater night of horror high school kids serious sci-fi horror,"Blob, The Horror Sci-Fi 1958 Steve McQueen Aneta Corsaut Earl Rowe John Benson Robert Fields small town monster film in film blob meteorite town in panic missing person good cop bad cop space monster fire extinguisher teenage hero kid brother teenage heroine unkillable monster people eater night of horror high school kids serious sci-fi horror"
1335,Blood Beach (1981),Horror|Mystery,37843.0,1981,Blood Beach,David Huffman Marianna Hill Burt Young John Saxon Otis Young beach monster sand spoof,Blood Beach Horror Mystery 1981 David Huffman Marianna Hill Burt Young John Saxon Otis Young beach monster sand spoof
1336,Body Parts (1991),Horror|Thriller,32146.0,1991,Body Parts,,Body Parts Horror Thriller 1991 
1337,"Body Snatcher, The (1945)",Drama|Horror|Thriller,30346.0,1945,"Body Snatcher, The",,"Body Snatcher, The Drama Horror Thriller 1945 "
1339,Dracula (Bram Stoker's Dracula) (1992),Fantasy|Horror|Romance|Thriller,6114.0,1992,Dracula (Bram Stoker's Dracula),"Gary Oldman Winona Ryder Anthony Hopkins Keanu Reeves Sadie Frost adultery london, england transylvania vampire bite camping maze remake rough sex wake religious conflict correspondence 19th century 15th century","Dracula (Bram Stoker's Dracula) Fantasy Horror Romance Thriller 1992 Gary Oldman Winona Ryder Anthony Hopkins Keanu Reeves Sadie Frost adultery london, england transylvania vampire bite camping maze remake rough sex wake religious conflict correspondence 19th century 15th century"
1340,"Bride of Frankenstein, The (Bride of Frankenstein) (1935)",Drama|Horror|Sci-Fi,229.0,1935,"Bride of Frankenstein, The (Bride of Frankenstein)",Boris Karloff Colin Clive Valerie Hobson Ernest Thesiger Elsa Lanchester hermit monster lightning cemetery mill mad scientist black and white comedic relief frankenstein shrunken human,"Bride of Frankenstein, The (Bride of Frankenstein) Drama Horror Sci-Fi 1935 Boris Karloff Colin Clive Valerie Hobson Ernest Thesiger Elsa Lanchester hermit monster lightning cemetery mill mad scientist black and white comedic relief frankenstein shrunken human"
1341,Burnt Offerings (1976),Horror,13549.0,1976,Burnt Offerings,,Burnt Offerings Horror 1976 
1342,Candyman (1992),Horror|Thriller,9529.0,1992,Candyman,,Candyman Horror Thriller 1992 
1343,Cape Fear (1991),Thriller,1598.0,1991,Cape Fear,Robert De Niro Nick Nolte Jessica Lange Juliette Lewis Joe Don Baker prison small town child abuse rape houseboat cigar smoking remake revenge stalking lawyer psychological thriller fear rebellious daughter rapist private detective killing a dog threat to family family terrorized,Cape Fear Thriller 1991 Robert De Niro Nick Nolte Jessica Lange Juliette Lewis Joe Don Baker prison small town child abuse rape houseboat cigar smoking remake revenge stalking lawyer psychological thriller fear rebellious daughter rapist private detective killing a dog threat to family family terrorized
1344,Cape Fear (1962),Crime|Drama|Thriller,11349.0,1962,Cape Fear,,Cape Fear Crime Drama Thriller 1962 
1345,Carrie (1976),Drama|Fantasy|Horror|Thriller,7340.0,1976,Carrie,Sissy Spacek Piper Laurie Amy Irving William Katt John Travolta high school child abuse based on novel or book isolation cemetery stage bible telekinesis teacher revenge unrequited love prom religion teenage girl school cruelty rage humiliation crucifix praying outsider taunting hostile abusive mother firestorm religious horror mother daughter relationship supernatural horror school bullying suspenseful horrified tragic teen scream,Carrie Drama Fantasy Horror Thriller 1976 Sissy Spacek Piper Laurie Amy Irving William Katt John Travolta high school child abuse based on novel or book isolation cemetery stage bible telekinesis teacher revenge unrequited love prom religion teenage girl school cruelty rage humiliation crucifix praying outsider taunting hostile abusive mother firestorm religious horror mother daughter relationship supernatural horror school bullying suspenseful horrified tragic teen scream
1346,Cat People (1982),Drama|Fantasy|Horror,6217.0,1982,Cat People,,Cat People Drama Fantasy Horror 1982 
1347,"Nightmare on Elm Street, A (1984)",Horror|Thriller,377.0,1984,"Nightmare on Elm Street, A",,"Nightmare on Elm Street, A Horror Thriller 1984 "
1348,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",Horror,653.0,1922,"Nosferatu (Nosferatu, eine Symphonie des Grauens)",Max Schreck Gustav von Wangenheim Greta Schröder Georg H. Schnell Ruth Landshoff self sacrifice transylvania germany loss of loved one vampire shapeshifting coffin supernatural castle ghost ship black and white silent film seashore vampire bat real estate agent ghoul psychotronic locket sailing ship corpse in coffin nosferatu real estate black death expressionism mountain country sleepwalking romania rat german expressionism dracula,"Nosferatu (Nosferatu, eine Symphonie des Grauens) Horror 1922 Max Schreck Gustav von Wangenheim Greta Schröder Georg H. Schnell Ruth Landshoff self sacrifice transylvania germany loss of loved one vampire shapeshifting coffin supernatural castle ghost ship black and white silent film seashore vampire bat real estate agent ghoul psychotronic locket sailing ship corpse in coffin nosferatu real estate black death expressionism mountain country sleepwalking romania rat german expressionism dracula"
1349,Vampire in Venice (Nosferatu a Venezia) (Nosferatu in Venice) (1986),Horror,28198.0,1986,Vampire in Venice (Nosferatu a Venezia) (Nosferatu in Venice),,Vampire in Venice (Nosferatu a Venezia) (Nosferatu in Venice) Horror 1986 
1350,"Omen, The (1976)",Horror|Mystery|Thriller,794.0,1976,"Omen, The",Gregory Peck Lee Remick David Warner Billie Whitelaw Harvey Stephens ambassador prophecy monk photography nanny paranormal phenomena rottweiler devil's son revelation satan anti-christ decapitation priest religion cowardliness devil baboon archaeologist awestruck 666,"Omen, The Horror Mystery Thriller 1976 Gregory Peck Lee Remick David Warner Billie Whitelaw Harvey Stephens ambassador prophecy monk photography nanny paranormal phenomena rottweiler devil's son revelation satan anti-christ decapitation priest religion cowardliness devil baboon archaeologist awestruck 666"
1351,Blood and Wine (Blood & Wine) (1996),Crime|Drama|Thriller,31640.0,1996,Blood and Wine (Blood & Wine),,Blood and Wine (Blood & Wine) Crime Drama Thriller 1996 
1352,Albino Alligator (1996),Crime|Thriller,8744.0,1996,Albino Alligator,Matt Dillon Faye Dunaway Gary Sinise William Fichtner Viggo Mortensen sibling relationship police gun hostage siege,Albino Alligator Crime Thriller 1996 Matt Dillon Faye Dunaway Gary Sinise William Fichtner Viggo Mortensen sibling relationship police gun hostage siege
1353,"Mirror Has Two Faces, The (1996)",Comedy|Drama|Romance,25189.0,1996,"Mirror Has Two Faces, The",Barbra Streisand Jeff Bridges Lauren Bacall George Segal Mimi Rogers professor wedding woman director columbia university,"Mirror Has Two Faces, The Comedy Drama Romance 1996 Barbra Streisand Jeff Bridges Lauren Bacall George Segal Mimi Rogers professor wedding woman director columbia university"
1354,Breaking the Waves (1996),Drama|Mystery,145.0,1996,Breaking the Waves,Emily Watson Stellan Skarsgård Katrin Cartlidge Jean-Marc Barr Adrian Rawlins underdog dying and death prostitute paraplegic parent child relationship faith scotland society tradition prayer excommunication authority 1970s coercion god priest church polyamory disabled oil rig  oil platform scottish highlands,Breaking the Waves Drama Mystery 1996 Emily Watson Stellan Skarsgård Katrin Cartlidge Jean-Marc Barr Adrian Rawlins underdog dying and death prostitute paraplegic parent child relationship faith scotland society tradition prayer excommunication authority 1970s coercion god priest church polyamory disabled oil rig  oil platform scottish highlands
1355,Nightwatch (1997),Horror|Thriller,2212.0,1997,Nightwatch,Ewan McGregor Patricia Arquette Josh Brolin Lauren Graham Nick Nolte expensive restaurant night watchman investigation remake best friend,Nightwatch Horror Thriller 1997 Ewan McGregor Patricia Arquette Josh Brolin Lauren Graham Nick Nolte expensive restaurant night watchman investigation remake best friend
1356,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi|Thriller,199.0,1996,Star Trek: First Contact,,Star Trek: First Contact Action Adventure Sci-Fi Thriller 1996 
1357,Shine (1996),Drama|Romance,7863.0,1996,Shine,Geoffrey Rush Noah Taylor Armin Mueller-Stahl Lynn Redgrave Googie Withers australia letter child prodigy biography jumping pianist concert hall breakdown piano,Shine Drama Romance 1996 Geoffrey Rush Noah Taylor Armin Mueller-Stahl Lynn Redgrave Googie Withers australia letter child prodigy biography jumping pianist concert hall breakdown piano
1358,Sling Blade (1996),Drama,12498.0,1996,Sling Blade,Billy Bob Thornton Dwight Yoakam J. T. Walsh John Ritter Lucas Black arkansas repair shop southern death threat religious art father figure intellectual disability,Sling Blade Drama 1996 Billy Bob Thornton Dwight Yoakam J. T. Walsh John Ritter Lucas Black arkansas repair shop southern death threat religious art father figure intellectual disability
1359,Jingle All the Way (1996),Children|Comedy,9279.0,1996,Jingle All the Way,,Jingle All the Way Children Comedy 1996 
1361,Paradise Lost: The Child Murders at Robin Hood Hills (1996),Documentary,17204.0,1996,Paradise Lost: The Child Murders at Robin Hood Hills,,Paradise Lost: The Child Murders at Robin Hood Hills Documentary 1996 
1363,"Preacher's Wife, The (1996)",Drama,21539.0,1996,"Preacher's Wife, The",,"Preacher's Wife, The Drama 1996 "
1365,Ridicule (1996),Drama,12709.0,1996,Ridicule,Charles Berling Jean Rochefort Fanny Ardant Judith Godrèche Bernard Giraudeau court bedroom painter versailles duel rabbit drainage project powder 18th century sign languages aristocracy,Ridicule Drama 1996 Charles Berling Jean Rochefort Fanny Ardant Judith Godrèche Bernard Giraudeau court bedroom painter versailles duel rabbit drainage project powder 18th century sign languages aristocracy
1366,"Crucible, The (1996)",Drama,20539.0,1996,"Crucible, The","Daniel Day-Lewis Winona Ryder Paul Scofield Joan Allen Bruce Davison witch massachusetts based on play or musical satan curse salem, massachusetts 17th century salem witch trials","Crucible, The Drama 1996 Daniel Day-Lewis Winona Ryder Paul Scofield Joan Allen Bruce Davison witch massachusetts based on play or musical satan curse salem, massachusetts 17th century salem witch trials"
1367,101 Dalmatians (1996),Adventure|Children|Comedy,11674.0,1996,101 Dalmatians,,101 Dalmatians Adventure Children Comedy 1996 
1370,Die Hard 2 (1990),Action|Adventure|Thriller,1573.0,1990,Die Hard 2,,Die Hard 2 Action Adventure Thriller 1990 
1371,Star Trek: The Motion Picture (1979),Adventure|Sci-Fi,152.0,1979,Star Trek: The Motion Picture,"William Shatner Leonard Nimoy DeForest Kelley James Doohan George Takei spacecraft man vs machine artificial intelligence (a.i.) self sacrifice teleportation san francisco, california starship space opera reunited friends outer space lighthearted didactic reminiscent sentimental sympathetic","Star Trek: The Motion Picture Adventure Sci-Fi 1979 William Shatner Leonard Nimoy DeForest Kelley James Doohan George Takei spacecraft man vs machine artificial intelligence (a.i.) self sacrifice teleportation san francisco, california starship space opera reunited friends outer space lighthearted didactic reminiscent sentimental sympathetic"
1372,Star Trek VI: The Undiscovered Country (1991),Action|Mystery|Sci-Fi,174.0,1991,Star Trek VI: The Undiscovered Country,,Star Trek VI: The Undiscovered Country Action Mystery Sci-Fi 1991 
1373,Star Trek V: The Final Frontier (1989),Action|Sci-Fi,172.0,1989,Star Trek V: The Final Frontier,William Shatner Leonard Nimoy DeForest Kelley James Doohan George Takei spacecraft self sacrifice teleportation starship loss of loved one uss enterprise-a hostage liberation of hostage half-brother space western romulans belief in god cult leader space opera levitation deity el capitan outer space jailbreak,Star Trek V: The Final Frontier Action Sci-Fi 1989 William Shatner Leonard Nimoy DeForest Kelley James Doohan George Takei spacecraft self sacrifice teleportation starship loss of loved one uss enterprise-a hostage liberation of hostage half-brother space western romulans belief in god cult leader space opera levitation deity el capitan outer space jailbreak
1374,Star Trek II: The Wrath of Khan (1982),Action|Adventure|Sci-Fi|Thriller,154.0,1982,Star Trek II: The Wrath of Khan,William Shatner Leonard Nimoy Ricardo Montalban DeForest Kelley James Doohan spacecraft life and death genetics asteroid self sacrifice teleportation genesis midlife crisis terraforming simulator cadet radiation uss reliant starship revenge cynical weapon of mass destruction space opera macabre mentor protégé relationship taunting hard angry aggressive desperate outer space egotistical antagonistic arrogant assertive defiant disdainful disheartening,Star Trek II: The Wrath of Khan Action Adventure Sci-Fi Thriller 1982 William Shatner Leonard Nimoy Ricardo Montalban DeForest Kelley James Doohan spacecraft life and death genetics asteroid self sacrifice teleportation genesis midlife crisis terraforming simulator cadet radiation uss reliant starship revenge cynical weapon of mass destruction space opera macabre mentor protégé relationship taunting hard angry aggressive desperate outer space egotistical antagonistic arrogant assertive defiant disdainful disheartening
1375,Star Trek III: The Search for Spock (1984),Action|Adventure|Sci-Fi,157.0,1984,Star Trek III: The Search for Spock,William Shatner DeForest Kelley James Doohan George Takei Walter Koenig spacecraft friendship teleportation genesis starship affectation grave resurrection destruction of planet space opera macabre alien friendship father son relationship mating ritual outer space sentimental appreciative baffled compassionate disapproving disheartening frustrated,Star Trek III: The Search for Spock Action Adventure Sci-Fi 1984 William Shatner DeForest Kelley James Doohan George Takei Walter Koenig spacecraft friendship teleportation genesis starship affectation grave resurrection destruction of planet space opera macabre alien friendship father son relationship mating ritual outer space sentimental appreciative baffled compassionate disapproving disheartening frustrated
1376,Star Trek IV: The Voyage Home (1986),Adventure|Comedy|Sci-Fi,168.0,1986,Star Trek IV: The Voyage Home,,Star Trek IV: The Voyage Home Adventure Comedy Sci-Fi 1986 
1377,Batman Returns (1992),Action|Crime,364.0,1992,Batman Returns,,Batman Returns Action Crime 1992 
